year,block,zipcode,xcoord,ycoord,yearbuilt,age,build_alter_gap,alterage,alterage_squared,alterage_cubed,elevator,commercial,garage,storage,basement,waterfront,frontage,block_assmeblage,cooperative,conv_loft_wh,tenament,garden,semi_fireproof,fireproof,luxury,artist_res,3_units,4_units,5_6_units,7_10_units,11_25_units,26_50_units,50plus_units,units_per_building,floors,floors_squared,zip_avg_age,zip_avg_alterage,zip_avg_res_units_pb,zip_avg_total_units_pb,zip_avg_num_buildings,zip_avg_development,zip_small_residential,zip_rental_walk_up,zip_rental_elevator,zip_condominiums,zip_offices,zip_industrial_utility,zip_government,zip_loft,zip_parking,zip_cars,zip_hotel,zip_theater,zip_retail,zip_healthcare,zip_asylum,zip_church,zip_education,zip_public,zip_outdoor,zip_transport,pcvpu_l1,pcvpu_l2,pcvpu_l3,avg_block_pcvpu_l1,avg_block_pcvpu_l2,avg_block_pcvpu_l3,avg_neighbor1_pcvpu_l1,avg_neighbor1_pcvpu_l2,avg_neighbor1_pcvpu_l3,avg_neighbor2_pcvpu_l1,avg_neighbor2_pcvpu_l2,avg_neighbor2_pcvpu_l3,avg_neighbor3_pcvpu_l1,avg_neighbor3_pcvpu_l2,avg_neighbor3_pcvpu_l3,avg_neighbor4_pcvpu_l1,avg_neighbor4_pcvpu_l2,avg_neighbor4_pcvpu_l3,avg_zip_pcvpu_l1,avg_zip_pcvpu_l2,outcome
2010,1411,10021,995580,220763,1910,100,77,23,529,12167,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,16,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,3.2815,5.6248,6.8826,3.706693333,5.373466667,4.26484,6.568565,-1.097708275,11.08458421,3.730452941,3.968529412,4.697688235,-2.726547478,106.5078975,5.647715,5.969880952,0.902592857,1.25117619,4.891323969,19.97481398,6.889219909
2011,1411,10021,995580,220763,1910,101,77,24,576,13824,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,16,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,7.9998,3.2815,5.6248,6.293973333,3.706693333,5.373466667,-0.49742709,6.568565,-1.097708275,2.662817647,3.730452941,3.968529412,3.11557561,-2.726547478,106.5078975,5.618138095,5.969880952,0.902592857,11.22323379,4.891323969,19.97481398
2012,1411,10021,995580,220763,1910,102,77,25,625,15625,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,16,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,1.4555,7.9998,3.2815,1.900506667,6.293973333,3.706693333,1.37827,-0.49742709,6.568565,2.3609,2.662817647,3.730452941,24.90826585,3.11557561,-2.726547478,2.344309524,5.618138095,5.969880952,1.549398615,11.22323379,4.891323969
2013,1411,10021,995580,220763,1910,103,77,26,676,17576,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,16,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,6.8826,1.4555,7.9998,4.080946667,1.900506667,6.293973333,8.83497,1.37827,-0.49742709,4.978076471,2.3609,2.662817647,7.501804878,24.90826585,3.11557561,0.843747619,2.344309524,5.618138095,8.530852019,1.549398615,11.22323379
2014,1411,10021,995580,220763,1910,104,77,27,729,19683,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,16,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,5.6248,6.8826,1.4555,4.6335,4.080946667,1.900506667,8.24523,8.83497,1.37827,5.613123529,4.978076471,2.3609,7.466256098,7.501804878,24.90826585,0.866171429,0.843747619,2.344309524,6.203077865,8.530852019,1.549398615
2010,1412,10075,995047,221374,1920,90,0,90,8100,729000,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.4920174,66.4383164,24.05435759,25.95827977,1.069666183,4.558243832,0.203193033,0.35413643,0.255442671,0.008708273,0.026124819,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.01161103,0.017416546,0.005805515,0.001451379,0,0.227,2.9206,0,6.381010811,3.715808571,1.265602857,4.8991,1.990133929,5.4275,1.775927586,-9.895161153,19.19361071,4.915767391,1.595172727,14.94475455,0.873646154,1.202361538,3.041907692,10.88809322,5.894940187,8.509109813
2011,1412,10075,995047,221374,1920,91,0,91,8281,753571,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.4774381,65.2489083,24.78013447,25.96980315,1.068413392,4.792343523,0.205240175,0.352256186,0.254730713,0.008733624,0.026200873,0,0,0.001455604,0.004366812,0,0.001455604,0,0.042212518,0.005822416,0,0.011644833,0.017467249,0.005822416,0.001455604,0,35.8097,0.227,2.9206,6.383494737,6.381010811,3.715808571,6.981021818,4.8991,1.990133929,0.962258621,1.775927586,-9.895161153,3.777904255,4.915767391,1.595172727,6.817584615,0.873646154,1.202361538,8.74288227,10.88809322,5.894940187
2012,1412,10075,995047,221374,1920,92,0,92,8464,778688,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.440407,63.57848837,24.80370986,26.00182378,1.068313953,4.79184593,0.209302326,0.350290698,0.254360465,0.00872093,0.026162791,0,0,0.001453488,0.004360465,0,0.001453488,0,0.040697674,0.005813953,0,0.011627907,0.01744186,0.005813953,0.001453488,0,-2.836328784,35.8097,0.227,18.77606316,6.383494737,6.381010811,1.301852727,6.981021818,4.8991,2.484703448,0.962258621,1.775927586,1.980202128,3.777904255,4.915767391,2.678315385,6.817584615,0.873646154,2.626993381,8.74288227,10.88809322
2013,1412,10075,995047,221374,1920,93,0,93,8649,804357,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.2351234,61.64005806,24.9313014,26.12036768,1.066763425,4.81161103,0.203193033,0.349782293,0.255442671,0.013062409,0.023222061,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.013062409,0.015965167,0.005805515,0.001451379,0,0.835,-2.836328784,35.8097,4.139694595,18.77606316,6.383494737,4.173703636,1.301852727,6.981021818,7.42907,2.484703448,0.962258621,11.83153191,1.980202128,3.777904255,6.636476923,2.678315385,6.817584615,4.342710427,2.626993381,8.74288227
2014,1412,10075,995047,221374,1920,94,0,94,8836,830584,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.0626822,60.58892128,25.01044704,26.13255588,1.069970845,4.813411079,0.199708455,0.351311953,0.256559767,0.014577259,0.030612245,0,0,0.001457726,0.004373178,0,0.001457726,0,0.037900875,0.005830904,0,0.013119534,0.016034985,0.005830904,0.001457726,0,-4.530782225,0.835,-2.836328784,5.663235135,4.139694595,18.77606316,6.855149091,4.173703636,1.301852727,10.01613667,7.42907,2.484703448,5.637882979,11.83153191,1.980202128,6.169615385,6.636476923,2.678315385,6.397335308,4.342710427,2.626993381
2015,1412,10075,995047,221374,1920,95,0,95,9025,857375,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.0948905,60.18978102,25.02068127,26.14004866,1.070072993,4.83670073,0.2,0.351824818,0.256934307,0.01459854,0.030656934,0,0,0.001459854,0.004379562,0,0.001459854,0,0.037956204,0.005839416,0,0.013138686,0.01459854,0.005839416,0.001459854,0,1.9063,-4.530782225,0.835,36.66781351,5.663235135,4.139694595,25.76949091,6.855149091,4.173703636,30.5859875,10.01613667,7.42907,134.6874417,5.637882979,11.83153191,7.026492308,6.169615385,6.636476923,12.83485768,6.397335308,4.342710427
2016,1412,10075,995047,221374,1920,96,0,96,9216,884736,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,99.98830409,58.9005848,25.05092593,26.16345029,1.071637427,4.83630117,0.198830409,0.350877193,0.257309942,0.016081871,0.029239766,0,0,0.001461988,0.004385965,0,0.001461988,0,0.039473684,0.005847953,0,0.013157895,0.014619883,0.004385965,0.001461988,0,14.7479,1.9063,-4.530782225,6.893737838,36.66781351,5.663235135,6.471353704,25.76949091,6.855149091,5.593771875,30.5859875,10.01613667,3.590972917,134.6874417,5.637882979,7.174576923,7.026492308,6.169615385,9.22482435,12.83485768,6.397335308
2017,1412,10075,995047,221374,1920,97,0,97,9409,912673,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.0849195,58.83894583,24.96349439,26.05976086,1.074670571,4.844860908,0.199121523,0.349926794,0.257686676,0.016105417,0.029282577,0,0,0.001464129,0.004392387,0,0.001464129,0,0.039531479,0.005856515,0,0.01317716,0.014641288,0.004392387,0.001464129,0,-2.221895112,14.7479,1.9063,4.658422222,6.893737838,36.66781351,4.596175926,6.471353704,25.76949091,10.02745938,5.593771875,30.5859875,7.472495833,3.590972917,134.6874417,5.209707692,7.174576923,7.026492308,5.221487441,9.22482435,12.83485768
2018,1412,10075,995047,221374,1920,98,0,98,9604,941192,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,100.0527859,58.73460411,24.9971652,26.20720919,1.074780059,4.925146628,0.19941349,0.348973607,0.258064516,0.014662757,0.029325513,0,0,0.001466276,0.004398827,0,0.001466276,0,0.039589443,0.005865103,0,0.013196481,0.014662757,0.004398827,0.001466276,0,13.7659,-2.221895112,14.7479,3.556905556,4.658422222,6.893737838,5.447966667,4.596175926,6.471353704,64.39872941,10.02745938,5.593771875,5.9173375,7.472495833,3.590972917,5.863376923,5.209707692,7.174576923,6.942286288,5.221487441,9.22482435
2019,1412,10075,995047,221374,1920,99,0,99,9801,970299,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,99.34230194,59.09865471,25.83492775,27.02812656,1.077727952,4.921569507,0.20328849,0.342301943,0.263079223,0.01793722,0.02690583,0,0,0,0.004484305,0,0.001494768,0,0.038863976,0.005979073,0,0.013452915,0.014947683,0.004484305,0.001494768,0,-115.37938,13.7659,-2.221895112,-21.74869271,3.556905556,4.658422222,-14.32661539,5.447966667,4.596175926,92.33001026,64.39872941,10.02745938,104.551175,5.9173375,7.472495833,-55.50228074,5.863376923,5.209707692,-41.61973551,6.942286288,5.221487441
2020,1412,10075,995047,221374,1908,112,0,112,12544,1404928,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,12,144,102.9666161,60.0030349,25.57473445,26.75624684,1.071320182,4.987116844,0.203338392,0.338391502,0.268588771,0.018209408,0.028831563,0,0,0,0.004552352,0,0.001517451,0,0.036418816,0.006069803,0,0.013657056,0.013657056,0.004552352,0.001517451,0,0.2538,-115.37938,13.7659,5.388944444,-21.74869271,3.556905556,5.966851852,-14.32661539,5.447966667,29.61304615,92.33001026,64.39872941,13.66220833,104.551175,5.9173375,7.094976923,-55.50228074,5.863376923,9.811128851,-41.61973551,6.942286288
2010,1412,10075,995281,221275,1929,81,58,23,529,12167,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.4920174,66.4383164,24.05435759,25.95827977,1.069666183,4.558243832,0.203193033,0.35413643,0.255442671,0.008708273,0.026124819,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.01161103,0.017416546,0.005805515,0.001451379,0,10.7544,2.9752,11.418,6.381010811,3.715808571,1.265602857,4.8991,1.990133929,5.4275,1.775927586,-9.895161153,19.19361071,4.915767391,1.595172727,14.94475455,0.873646154,1.202361538,3.041907692,10.88809322,5.894940187,8.509109813
2011,1412,10075,995281,221275,1929,82,58,24,576,13824,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.4774381,65.2489083,24.78013447,25.96980315,1.068413392,4.792343523,0.205240175,0.352256186,0.254730713,0.008733624,0.026200873,0,0,0.001455604,0.004366812,0,0.001455604,0,0.042212518,0.005822416,0,0.011644833,0.017467249,0.005822416,0.001455604,0,9.3478,10.7544,2.9752,6.383494737,6.381010811,3.715808571,6.981021818,4.8991,1.990133929,0.962258621,1.775927586,-9.895161153,3.777904255,4.915767391,1.595172727,6.817584615,0.873646154,1.202361538,8.74288227,10.88809322,5.894940187
2012,1412,10075,995281,221275,1929,83,58,25,625,15625,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.440407,63.57848837,24.80370986,26.00182378,1.068313953,4.79184593,0.209302326,0.350290698,0.254360465,0.00872093,0.026162791,0,0,0.001453488,0.004360465,0,0.001453488,0,0.040697674,0.005813953,0,0.011627907,0.01744186,0.005813953,0.001453488,0,-1.865150913,9.3478,10.7544,18.77606316,6.383494737,6.381010811,1.301852727,6.981021818,4.8991,2.484703448,0.962258621,1.775927586,1.980202128,3.777904255,4.915767391,2.678315385,6.817584615,0.873646154,2.626993381,8.74288227,10.88809322
2013,1412,10075,995281,221275,1929,84,58,26,676,17576,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.2351234,61.64005806,24.9313014,26.12036768,1.066763425,4.81161103,0.203193033,0.349782293,0.255442671,0.013062409,0.023222061,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.013062409,0.015965167,0.005805515,0.001451379,0,1.7823,-1.865150913,9.3478,4.139694595,18.77606316,6.383494737,4.173703636,1.301852727,6.981021818,7.42907,2.484703448,0.962258621,11.83153191,1.980202128,3.777904255,6.636476923,2.678315385,6.817584615,4.342710427,2.626993381,8.74288227
2014,1412,10075,995281,221275,1929,85,58,27,729,19683,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.0626822,60.58892128,25.01044704,26.13255588,1.069970845,4.813411079,0.199708455,0.351311953,0.256559767,0.014577259,0.030612245,0,0,0.001457726,0.004373178,0,0.001457726,0,0.037900875,0.005830904,0,0.013119534,0.016034985,0.005830904,0.001457726,0,0.8959,1.7823,-1.865150913,5.663235135,4.139694595,18.77606316,6.855149091,4.173703636,1.301852727,10.01613667,7.42907,2.484703448,5.637882979,11.83153191,1.980202128,6.169615385,6.636476923,2.678315385,6.397335308,4.342710427,2.626993381
2015,1412,10075,995281,221275,1929,86,58,28,784,21952,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.0948905,60.18978102,25.02068127,26.14004866,1.070072993,4.83670073,0.2,0.351824818,0.256934307,0.01459854,0.030656934,0,0,0.001459854,0.004379562,0,0.001459854,0,0.037956204,0.005839416,0,0.013138686,0.01459854,0.005839416,0.001459854,0,30.8893,0.8959,1.7823,36.66781351,5.663235135,4.139694595,25.76949091,6.855149091,4.173703636,30.5859875,10.01613667,7.42907,134.6874417,5.637882979,11.83153191,7.026492308,6.169615385,6.636476923,12.83485768,6.397335308,4.342710427
2016,1412,10075,995281,221275,1929,87,58,29,841,24389,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,99.98830409,58.9005848,25.05092593,26.16345029,1.071637427,4.83630117,0.198830409,0.350877193,0.257309942,0.016081871,0.029239766,0,0,0.001461988,0.004385965,0,0.001461988,0,0.039473684,0.005847953,0,0.013157895,0.014619883,0.004385965,0.001461988,0,-1.38594588,30.8893,0.8959,6.893737838,36.66781351,5.663235135,6.471353704,25.76949091,6.855149091,5.593771875,30.5859875,10.01613667,3.590972917,134.6874417,5.637882979,7.174576923,7.026492308,6.169615385,9.22482435,12.83485768,6.397335308
2017,1412,10075,995281,221275,1929,88,58,30,900,27000,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.0849195,58.83894583,24.96349439,26.05976086,1.074670571,4.844860908,0.199121523,0.349926794,0.257686676,0.016105417,0.029282577,0,0,0.001464129,0.004392387,0,0.001464129,0,0.039531479,0.005856515,0,0.01317716,0.014641288,0.004392387,0.001464129,0,1.6778,-1.38594588,30.8893,4.658422222,6.893737838,36.66781351,4.596175926,6.471353704,25.76949091,10.02745938,5.593771875,30.5859875,7.472495833,3.590972917,134.6874417,5.209707692,7.174576923,7.026492308,5.221487441,9.22482435,12.83485768
2018,1412,10075,995281,221275,1929,89,58,31,961,29791,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,100.0527859,58.73460411,24.9971652,26.20720919,1.074780059,4.925146628,0.19941349,0.348973607,0.258064516,0.014662757,0.029325513,0,0,0.001466276,0.004398827,0,0.001466276,0,0.039589443,0.005865103,0,0.013196481,0.014662757,0.004398827,0.001466276,0,5.5652,1.6778,-1.38594588,3.556905556,4.658422222,6.893737838,5.447966667,4.596175926,6.471353704,64.39872941,10.02745938,5.593771875,5.9173375,7.472495833,3.590972917,5.863376923,5.209707692,7.174576923,6.942286288,5.221487441,9.22482435
2019,1412,10075,995281,221275,1929,90,58,32,1024,32768,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,99.34230194,59.09865471,25.83492775,27.02812656,1.077727952,4.921569507,0.20328849,0.342301943,0.263079223,0.01793722,0.02690583,0,0,0,0.004484305,0,0.001494768,0,0.038863976,0.005979073,0,0.013452915,0.014947683,0.004484305,0.001494768,0,-128.4090624,5.5652,1.6778,-21.74869271,3.556905556,4.658422222,-14.32661539,5.447966667,4.596175926,92.33001026,64.39872941,10.02745938,104.551175,5.9173375,7.472495833,-55.50228074,5.863376923,5.209707692,-41.61973551,6.942286288,5.221487441
2020,1412,10075,995281,221275,1929,91,58,33,1089,35937,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,40,10,100,102.9666161,60.0030349,25.57473445,26.75624684,1.071320182,4.987116844,0.203338392,0.338391502,0.268588771,0.018209408,0.028831563,0,0,0,0.004552352,0,0.001517451,0,0.036418816,0.006069803,0,0.013657056,0.013657056,0.004552352,0.001517451,0,9.4701,-128.4090624,5.5652,5.388944444,-21.74869271,3.556905556,5.966851852,-14.32661539,5.447966667,29.61304615,92.33001026,64.39872941,13.66220833,104.551175,5.9173375,7.094976923,-55.50228074,5.863376923,9.811128851,-41.61973551,6.942286288
2010,1412,10075,995361,221231,1929,81,0,81,6561,531441,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.4920174,66.4383164,24.05435759,25.95827977,1.069666183,4.558243832,0.203193033,0.35413643,0.255442671,0.008708273,0.026124819,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.01161103,0.017416546,0.005805515,0.001451379,0,61.8794,80.7692,33.9056,6.381010811,3.715808571,1.265602857,4.8991,1.990133929,5.4275,1.775927586,-9.895161153,19.19361071,4.915767391,1.595172727,14.94475455,0.873646154,1.202361538,3.041907692,10.88809322,5.894940187,8.509109813
2011,1412,10075,995361,221231,1929,82,0,82,6724,551368,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.4774381,65.2489083,24.78013447,25.96980315,1.068413392,4.792343523,0.205240175,0.352256186,0.254730713,0.008733624,0.026200873,0,0,0.001455604,0.004366812,0,0.001455604,0,0.042212518,0.005822416,0,0.011644833,0.017467249,0.005822416,0.001455604,0,-12.88325275,61.8794,80.7692,6.383494737,6.381010811,3.715808571,6.981021818,4.8991,1.990133929,0.962258621,1.775927586,-9.895161153,3.777904255,4.915767391,1.595172727,6.817584615,0.873646154,1.202361538,8.74288227,10.88809322,5.894940187
2012,1412,10075,995361,221231,1929,83,0,83,6889,571787,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.440407,63.57848837,24.80370986,26.00182378,1.068313953,4.79184593,0.209302326,0.350290698,0.254360465,0.00872093,0.026162791,0,0,0.001453488,0.004360465,0,0.001453488,0,0.040697674,0.005813953,0,0.011627907,0.01744186,0.005813953,0.001453488,0,4.3231,-12.88325275,61.8794,18.77606316,6.383494737,6.381010811,1.301852727,6.981021818,4.8991,2.484703448,0.962258621,1.775927586,1.980202128,3.777904255,4.915767391,2.678315385,6.817584615,0.873646154,2.626993381,8.74288227,10.88809322
2013,1412,10075,995361,221231,1929,84,0,84,7056,592704,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.2351234,61.64005806,24.9313014,26.12036768,1.066763425,4.81161103,0.203193033,0.349782293,0.255442671,0.013062409,0.023222061,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.013062409,0.015965167,0.005805515,0.001451379,0,7.6029,4.3231,-12.88325275,4.139694595,18.77606316,6.383494737,4.173703636,1.301852727,6.981021818,7.42907,2.484703448,0.962258621,11.83153191,1.980202128,3.777904255,6.636476923,2.678315385,6.817584615,4.342710427,2.626993381,8.74288227
2014,1412,10075,995361,221231,1929,85,0,85,7225,614125,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.0626822,60.58892128,25.01044704,26.13255588,1.069970845,4.813411079,0.199708455,0.351311953,0.256559767,0.014577259,0.030612245,0,0,0.001457726,0.004373178,0,0.001457726,0,0.037900875,0.005830904,0,0.013119534,0.016034985,0.005830904,0.001457726,0,-2.338852126,7.6029,4.3231,5.663235135,4.139694595,18.77606316,6.855149091,4.173703636,1.301852727,10.01613667,7.42907,2.484703448,5.637882979,11.83153191,1.980202128,6.169615385,6.636476923,2.678315385,6.397335308,4.342710427,2.626993381
2015,1412,10075,995361,221231,1929,86,0,86,7396,636056,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.0948905,60.18978102,25.02068127,26.14004866,1.070072993,4.83670073,0.2,0.351824818,0.256934307,0.01459854,0.030656934,0,0,0.001459854,0.004379562,0,0.001459854,0,0.037956204,0.005839416,0,0.013138686,0.01459854,0.005839416,0.001459854,0,3.4868,-2.338852126,7.6029,36.66781351,5.663235135,4.139694595,25.76949091,6.855149091,4.173703636,30.5859875,10.01613667,7.42907,134.6874417,5.637882979,11.83153191,7.026492308,6.169615385,6.636476923,12.83485768,6.397335308,4.342710427
2016,1412,10075,995361,221231,1929,87,0,87,7569,658503,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,99.98830409,58.9005848,25.05092593,26.16345029,1.071637427,4.83630117,0.198830409,0.350877193,0.257309942,0.016081871,0.029239766,0,0,0.001461988,0.004385965,0,0.001461988,0,0.039473684,0.005847953,0,0.013157895,0.014619883,0.004385965,0.001461988,0,8.0448,3.4868,-2.338852126,6.893737838,36.66781351,5.663235135,6.471353704,25.76949091,6.855149091,5.593771875,30.5859875,10.01613667,3.590972917,134.6874417,5.637882979,7.174576923,7.026492308,6.169615385,9.22482435,12.83485768,6.397335308
2017,1412,10075,995361,221231,1929,88,0,88,7744,681472,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.0849195,58.83894583,24.96349439,26.05976086,1.074670571,4.844860908,0.199121523,0.349926794,0.257686676,0.016105417,0.029282577,0,0,0.001464129,0.004392387,0,0.001464129,0,0.039531479,0.005856515,0,0.01317716,0.014641288,0.004392387,0.001464129,0,21.9823,8.0448,3.4868,4.658422222,6.893737838,36.66781351,4.596175926,6.471353704,25.76949091,10.02745938,5.593771875,30.5859875,7.472495833,3.590972917,134.6874417,5.209707692,7.174576923,7.026492308,5.221487441,9.22482435,12.83485768
2018,1412,10075,995361,221231,1929,89,0,89,7921,704969,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,100.0527859,58.73460411,24.9971652,26.20720919,1.074780059,4.925146628,0.19941349,0.348973607,0.258064516,0.014662757,0.029325513,0,0,0.001466276,0.004398827,0,0.001466276,0,0.039589443,0.005865103,0,0.013196481,0.014662757,0.004398827,0.001466276,0,-10.1074208,21.9823,8.0448,3.556905556,4.658422222,6.893737838,5.447966667,4.596175926,6.471353704,64.39872941,10.02745938,5.593771875,5.9173375,7.472495833,3.590972917,5.863376923,5.209707692,7.174576923,6.942286288,5.221487441,9.22482435
2019,1412,10075,995361,221231,1929,90,0,90,8100,729000,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,99.34230194,59.09865471,25.83492775,27.02812656,1.077727952,4.921569507,0.20328849,0.342301943,0.263079223,0.01793722,0.02690583,0,0,0,0.004484305,0,0.001494768,0,0.038863976,0.005979073,0,0.013452915,0.014947683,0.004484305,0.001494768,0,-108.6676363,-10.1074208,21.9823,-21.74869271,3.556905556,4.658422222,-14.32661539,5.447966667,4.596175926,92.33001026,64.39872941,10.02745938,104.551175,5.9173375,7.472495833,-55.50228074,5.863376923,5.209707692,-41.61973551,6.942286288,5.221487441
2020,1412,10075,995361,221231,1929,91,0,91,8281,753571,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,6,36,102.9666161,60.0030349,25.57473445,26.75624684,1.071320182,4.987116844,0.203338392,0.338391502,0.268588771,0.018209408,0.028831563,0,0,0,0.004552352,0,0.001517451,0,0.036418816,0.006069803,0,0.013657056,0.013657056,0.004552352,0.001517451,0,8.1653,-108.6676363,-10.1074208,5.388944444,-21.74869271,3.556905556,5.966851852,-14.32661539,5.447966667,29.61304615,92.33001026,64.39872941,13.66220833,104.551175,5.9173375,7.094976923,-55.50228074,5.863376923,9.811128851,-41.61973551,6.942286288
2010,1412,10075,995469,221174,1910,100,76,24,576,13824,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,4,16,100.4920174,66.4383164,24.05435759,25.95827977,1.069666183,4.558243832,0.203193033,0.35413643,0.255442671,0.008708273,0.026124819,0,0,0.001451379,0.004354136,0,0.001451379,0,0.043541364,0.005805515,0,0.01161103,0.017416546,0.005805515,0.001451379,0,-18.28832068,0,6.0889,6.381010811,3.715808571,1.265602857,4.8991,1.990133929,5.4275,1.775927586,-9.895161153,19.19361071,4.915767391,1.595172727,14.94475455,0.873646154,1.202361538,3.041907692,10.88809322,5.894940187,8.509109813
